Command line arguments were ['seed_and_invoke.py', '305964781', 'phase4b']
Starting at 06:53:22.331882
Using seed 305964781 for phase4b
Running at  06:53:22.331882
['ace of clubs', 'two of clubs', 'three of clubs', 'four of clubs', 'five of clubs', 'six of clubs', 'seven of clubs', 'eight of clubs', 'nine of clubs', 'ten of clubs', 'jack of clubs', 'queen of clubs', 'king of clubs', 'ace of hearts', 'two of hearts', 'three of hearts', 'four of hearts', 'five of hearts', 'six of hearts', 'seven of hearts', 'eight of hearts', 'nine of hearts', 'ten of hearts', 'jack of hearts', 'queen of hearts', 'king of hearts', 'ace of spades', 'two of spades', 'three of spades', 'four of spades', 'five of spades', 'six of spades', 'seven of spades', 'eight of spades', 'nine of spades', 'ten of spades', 'jack of spades', 'queen of spades', 'king of spades', 'ace of diamonds', 'two of diamonds', 'three of diamonds', 'four of diamonds', 'five of diamonds', 'six of diamonds', 'seven of diamonds', 'eight of diamonds', 'nine of diamonds', 'ten of diamonds', 'jack of diamonds', 'queen of diamonds', 'king of diamonds']
[ace of clubs, two of clubs, three of clubs, four of clubs, five of clubs, six of clubs, seven of clubs, eight of clubs, nine of clubs, ten of clubs, jack of clubs, queen of clubs, king of clubs, ace of hearts, two of hearts, three of hearts, four of hearts, five of hearts, six of hearts, seven of hearts, eight of hearts, nine of hearts, ten of hearts, jack of hearts, queen of hearts, king of hearts, ace of spades, two of spades, three of spades, four of spades, five of spades, six of spades, seven of spades, eight of spades, nine of spades, ten of spades, jack of spades, queen of spades, king of spades, ace of diamonds, two of diamonds, three of diamonds, four of diamonds, five of diamonds, six of diamonds, seven of diamonds, eight of diamonds, nine of diamonds, ten of diamonds, jack of diamonds, queen of diamonds, king of diamonds]
2424
[seven of hearts = 16,
 five of spades = 2,
 six of spades = 34,
 eight of hearts = 40,
 five of diamonds = 38,
 nine of diamonds = 0,
 king of diamonds = 50,
 nine of hearts = 33,
 three of diamonds = 37,
 jack of hearts = 14,
 three of hearts = 6,
 six of hearts = 48,
 two of clubs = 23,
 seven of diamonds = 17,
 eight of diamonds = 22,
 four of spades = 26,
 seven of spades = 41,
 ten of hearts = 3,
 seven of clubs = 43,
 king of spades = 42,
 two of hearts = 20,
 jack of diamonds = 32,
 eight of clubs = 5,
 five of clubs = 8,
 two of spades = 15,
 ten of clubs = 21,
 ten of spades = 46,
 ace of hearts = 36,
 jack of clubs = 51,
 six of diamonds = 1,
 ace of clubs = 4,
 king of hearts = 27,
 queen of spades = 18,
 ten of diamonds = 24,
 six of clubs = 9,
 ace of spades = 31,
 four of clubs = 11,
 nine of clubs = 29,
 five of hearts = 49,
 queen of diamonds = 35,
 three of spades = 44,
 eight of spades = 39,
 two of diamonds = 47,
 king of clubs = 12,
 nine of spades = 19,
 queen of clubs = 13,
 queen of hearts = 45,
 three of clubs = 7,
 four of hearts = 28,
 four of diamonds = 30,
 jack of spades = 10,
 ace of diamonds = 25]
[0m
