Command line arguments were ['seed_and_invoke.py', '-994473434', 'phase4a']
Starting at 17:07:37.125438
Using seed -994473434 for phase4a
Running at  17:07:37.125438
['ace of clubs', 'two of clubs', 'three of clubs', 'four of clubs', 'five of clubs', 'six of clubs', 'seven of clubs', 'eight of clubs', 'nine of clubs', 'ten of clubs', 'jack of clubs', 'queen of clubs', 'king of clubs', 'ace of hearts', 'two of hearts', 'three of hearts', 'four of hearts', 'five of hearts', 'six of hearts', 'seven of hearts', 'eight of hearts', 'nine of hearts', 'ten of hearts', 'jack of hearts', 'queen of hearts', 'king of hearts', 'ace of spades', 'two of spades', 'three of spades', 'four of spades', 'five of spades', 'six of spades', 'seven of spades', 'eight of spades', 'nine of spades', 'ten of spades', 'jack of spades', 'queen of spades', 'king of spades', 'ace of diamonds', 'two of diamonds', 'three of diamonds', 'four of diamonds', 'five of diamonds', 'six of diamonds', 'seven of diamonds', 'eight of diamonds', 'nine of diamonds', 'ten of diamonds', 'jack of diamonds', 'queen of diamonds', 'king of diamonds']
[ace of clubs, two of clubs, three of clubs, four of clubs, five of clubs, six of clubs, seven of clubs, eight of clubs, nine of clubs, ten of clubs, jack of clubs, queen of clubs, king of clubs, ace of hearts, two of hearts, three of hearts, four of hearts, five of hearts, six of hearts, seven of hearts, eight of hearts, nine of hearts, ten of hearts, jack of hearts, queen of hearts, king of hearts, ace of spades, two of spades, three of spades, four of spades, five of spades, six of spades, seven of spades, eight of spades, nine of spades, ten of spades, jack of spades, queen of spades, king of spades, ace of diamonds, two of diamonds, three of diamonds, four of diamonds, five of diamonds, six of diamonds, seven of diamonds, eight of diamonds, nine of diamonds, ten of diamonds, jack of diamonds, queen of diamonds, king of diamonds]
2475
[seven of hearts = 29,
 five of spades = 25,
 six of spades = 15,
 eight of hearts = 46,
 five of diamonds = 18,
 nine of diamonds = 11,
 king of diamonds = 33,
 nine of hearts = 38,
 three of diamonds = 21,
 jack of hearts = 37,
 three of hearts = 1,
 six of hearts = 49,
 two of clubs = 43,
 seven of diamonds = 39,
 eight of diamonds = 5,
 four of spades = 8,
 seven of spades = 26,
 ten of hearts = 4,
 seven of clubs = 35,
 king of spades = 3,
 two of hearts = 19,
 jack of diamonds = 16,
 eight of clubs = 10,
 five of clubs = 45,
 two of spades = 32,
 ten of clubs = 34,
 ten of spades = 28,
 ace of hearts = 42,
 jack of clubs = 30,
 six of diamonds = 22,
 ace of clubs = 0,
 king of hearts = 14,
 queen of spades = 31,
 ten of diamonds = 23,
 six of clubs = 48,
 ace of spades = 9,
 four of clubs = 40,
 nine of clubs = 47,
 five of hearts = 51,
 queen of diamonds = 36,
 three of spades = 20,
 eight of spades = 2,
 two of diamonds = 12,
 king of clubs = 17,
 nine of spades = 24,
 queen of clubs = 50,
 queen of hearts = 13,
 three of clubs = 6,
 four of hearts = 7,
 four of diamonds = 41,
 jack of spades = 27,
 ace of diamonds = 44]
[0m
